split,query_id,user_query,query_audio_category,user_query_len_chars,user_query_len_words
train,722__sad_melancholic__tpl_8,нужна меланхоличная атмосфера,sad_melancholic,29,3
train,722__sad_melancholic__tpl_9,хочу спокойную грустную музыку,sad_melancholic,30,4
train,722__sad_melancholic__tpl_7,подбери музыку для печальной сцены,sad_melancholic,34,5
train,304__aggressive_intense__tpl_3,хочу heavy rock настроение,aggressive_intense,26,4
train,304__aggressive_intense__tpl_23,нужен тяжелый динамичный трек,aggressive_intense,29,4
train,304__aggressive_intense__tpl_6,хочу интенсивный трек для динамики,aggressive_intense,34,5
train,304__calm_relaxing__tpl_10,подбери музыку без напряжения,calm_relaxing,29,4
train,304__calm_relaxing__tpl_3,хочу ненавязчивую расслабленную музыку,calm_relaxing,38,4
train,304__calm_relaxing__tpl_23,нужен расслабленный музыкальный фон,calm_relaxing,35,4
train,304__dark_tense__tpl_17,нужна музыка для драматического момента,dark_tense,39,5
train,304__dark_tense__tpl_24,"хочу музыку, которая усиливает тревогу",dark_tense,38,5
train,304__dark_tense__tpl_22,подбери музыку для tense video,dark_tense,30,5
train,304__dreamy_atmospheric__tpl_5,нужен трек для мечтательного настроения,dreamy_atmospheric,39,5
train,304__dreamy_atmospheric__tpl_6,хочу пространственный ambient фон,dreamy_atmospheric,33,4
train,304__dreamy_atmospheric__tpl_23,нужен фон с ощущением пространства,dreamy_atmospheric,34,5
train,304__energetic_electronic__tpl_15,хочу клубный электронный вайб,energetic_electronic,29,4
train,304__energetic_electronic__tpl_8,нужна энергичная музыка для action видео,energetic_electronic,40,6
train,304__energetic_electronic__tpl_23,нужна динамичная современная музыка,energetic_electronic,35,4
train,304__happy_upbeat__tpl_18,хочу трек с легкой праздничной атмосферой,happy_upbeat,41,6
train,304__happy_upbeat__tpl_24,хочу веселую музыку для яркого видео,happy_upbeat,36,6
train,304__happy_upbeat__tpl_16,подбери что-то радостное и ненавязчивое,happy_upbeat,39,6
train,304__romantic_warm__tpl_19,подбери романтическую фоновую музыку,romantic_warm,36,4
train,304__romantic_warm__tpl_9,хочу gentle romantic music,romantic_warm,26,4
train,304__romantic_warm__tpl_3,хочу warm romantic mood,romantic_warm,23,4
train,304__sad_melancholic__tpl_26,"нужна грустная, но мягкая музыка",sad_melancholic,32,5
train,304__sad_melancholic__tpl_6,хочу трек с ощущением грусти,sad_melancholic,28,5
train,304__sad_melancholic__tpl_9,хочу спокойную грустную музыку,sad_melancholic,30,4
train,310__aggressive_intense__tpl_7,подбери мощную музыку для action видео,aggressive_intense,38,6
train,310__aggressive_intense__tpl_11,нужна музыка для экстремального ролика,aggressive_intense,38,5
train,310__aggressive_intense__tpl_5,нужна музыка с сильным напором,aggressive_intense,30,5
train,310__calm_relaxing__tpl_9,хочу плавный фоновый трек,calm_relaxing,25,4
train,310__calm_relaxing__tpl_0,хочу спокойную расслабляющую музыку,calm_relaxing,35,4
train,310__calm_relaxing__tpl_22,подбери музыку для тихой сцены,calm_relaxing,30,5
train,310__dark_tense__tpl_17,нужна музыка для драматического момента,dark_tense,39,5
train,310__dark_tense__tpl_4,подбери suspense soundtrack,dark_tense,27,3
train,310__dark_tense__tpl_8,нужна музыка с ощущением опасности,dark_tense,34,5
train,310__dreamy_atmospheric__tpl_1,подбери ambient трек,dreamy_atmospheric,20,3
train,310__dreamy_atmospheric__tpl_17,нужен воздушный фон для визуала,dreamy_atmospheric,31,5
train,310__dreamy_atmospheric__tpl_9,хочу мягкий dreamy soundtrack,dreamy_atmospheric,29,4
train,310__energetic_electronic__tpl_22,подбери трек для бодрого видео,energetic_electronic,30,5
train,310__energetic_electronic__tpl_4,подбери музыку с сильной энергией,energetic_electronic,33,5
train,310__energetic_electronic__tpl_20,нужна музыка с выраженным ритмом,energetic_electronic,32,5
train,310__happy_upbeat__tpl_27,"хочу что-то легкое, доброе и позитивное",happy_upbeat,39,7
train,310__happy_upbeat__tpl_24,хочу веселую музыку для яркого видео,happy_upbeat,36,6
train,310__happy_upbeat__tpl_15,хочу солнечную и приятную музыку,happy_upbeat,32,5
train,310__romantic_warm__tpl_3,хочу warm romantic mood,romantic_warm,23,4
train,310__romantic_warm__tpl_27,хочу теплую инструментальную музыку,romantic_warm,35,4
train,310__romantic_warm__tpl_0,хочу теплую романтичную музыку,romantic_warm,30,4
train,310__sad_melancholic__tpl_18,хочу медленный печальный саундтрек,sad_melancholic,34,4
train,310__sad_melancholic__tpl_9,хочу спокойную грустную музыку,sad_melancholic,30,4
train,310__sad_melancholic__tpl_15,хочу melancholic background music,sad_melancholic,33,4
train,402__aggressive_intense__tpl_15,хочу музыку с давлением и драйвом,aggressive_intense,33,6
train,402__aggressive_intense__tpl_14,нужна жесткая музыка для резкого монтажа,aggressive_intense,40,6
train,402__aggressive_intense__tpl_10,подбери hard rock или metal вайб,aggressive_intense,32,6
train,402__calm_relaxing__tpl_5,нужна музыка для медленного видео,calm_relaxing,33,5
train,402__calm_relaxing__tpl_1,подбери мягкий фоновый трек,calm_relaxing,27,4
train,402__calm_relaxing__tpl_8,нужна музыка для спокойной атмосферы,calm_relaxing,36,5
train,402__dark_tense__tpl_27,хочу тревожное атмосферное звучание,dark_tense,35,4
train,402__dark_tense__tpl_15,хочу музыку для страшной или тревожной сцены,dark_tense,44,7
train,402__dark_tense__tpl_3,хочу мрачную атмосферную музыку,dark_tense,31,4
train,402__dreamy_atmospheric__tpl_26,нужна музыка для эстетичного визуального контента,dreamy_atmospheric,49,6
train,402__dreamy_atmospheric__tpl_2,нужна глубокая атмосферная музыка,dreamy_atmospheric,33,4
train,402__dreamy_atmospheric__tpl_12,хочу ambient cinematic mood,dreamy_atmospheric,27,4
train,402__energetic_electronic__tpl_15,хочу клубный электронный вайб,energetic_electronic,29,4
train,402__energetic_electronic__tpl_2,нужна музыка для активного видео,energetic_electronic,32,5
train,402__energetic_electronic__tpl_18,хочу что-то мощное и электронное,energetic_electronic,32,6
train,402__happy_upbeat__tpl_20,нужна cheerful музыка,happy_upbeat,21,3
train,402__happy_upbeat__tpl_21,хочу приятный бодрый поп-трек,happy_upbeat,29,5
train,402__happy_upbeat__tpl_1,подбери радостный и бодрый трек,happy_upbeat,31,5
train,402__romantic_warm__tpl_4,подбери музыку с ощущением любви,romantic_warm,32,5
train,402__romantic_warm__tpl_25,подбери трек для love mood,romantic_warm,26,5
train,402__romantic_warm__tpl_18,хочу трек с уютным звучанием,romantic_warm,28,5
train,402__sad_melancholic__tpl_9,хочу спокойную грустную музыку,sad_melancholic,30,4
train,402__sad_melancholic__tpl_2,нужна музыка для грустного видео,sad_melancholic,32,5
train,402__sad_melancholic__tpl_7,подбери музыку для печальной сцены,sad_melancholic,34,5
train,407__aggressive_intense__tpl_3,хочу heavy rock настроение,aggressive_intense,26,4
train,407__aggressive_intense__tpl_17,нужен мощный трек для спортивного видео,aggressive_intense,39,6
train,407__aggressive_intense__tpl_24,хочу интенсивный фон без спокойствия,aggressive_intense,36,5
train,407__calm_relaxing__tpl_13,подбери спокойный трек для природы,calm_relaxing,34,5
train,407__calm_relaxing__tpl_19,подбери легкую фоновую музыку,calm_relaxing,29,4
train,407__calm_relaxing__tpl_25,подбери трек для уютного видео,calm_relaxing,30,5
train,407__dark_tense__tpl_19,подбери напряженный trailer-like трек,dark_tense,37,5
train,407__dark_tense__tpl_7,подбери драматичный cinematic трек,dark_tense,34,4
train,407__dark_tense__tpl_24,"хочу музыку, которая усиливает тревогу",dark_tense,38,5
train,407__dreamy_atmospheric__tpl_16,подбери атмосферную instrumental музыку,dreamy_atmospheric,39,4
train,407__dreamy_atmospheric__tpl_12,хочу ambient cinematic mood,dreamy_atmospheric,27,4
train,407__dreamy_atmospheric__tpl_14,нужна мечтательная спокойная музыка,dreamy_atmospheric,35,4
train,407__energetic_electronic__tpl_29,нужна музыка для видео с движением,energetic_electronic,34,6
train,407__energetic_electronic__tpl_14,нужна музыка для монтажа с быстрыми кадрами,energetic_electronic,43,7
train,407__energetic_electronic__tpl_9,хочу музыку с плотным электронным звучанием,energetic_electronic,43,6
train,407__happy_upbeat__tpl_27,"хочу что-то легкое, доброе и позитивное",happy_upbeat,39,7
train,407__happy_upbeat__tpl_18,хочу трек с легкой праздничной атмосферой,happy_upbeat,41,6
train,407__happy_upbeat__tpl_13,подбери музыку для веселого ролика,happy_upbeat,34,5
train,407__romantic_warm__tpl_9,хочу gentle romantic music,romantic_warm,26,4
train,407__romantic_warm__tpl_18,хочу трек с уютным звучанием,romantic_warm,28,5
train,407__romantic_warm__tpl_19,подбери романтическую фоновую музыку,romantic_warm,36,4
train,407__sad_melancholic__tpl_1,подбери печальный эмоциональный трек,sad_melancholic,36,4
train,407__sad_melancholic__tpl_19,подбери грустную музыку для видео,sad_melancholic,33,5
train,407__sad_melancholic__tpl_23,нужен sad cinematic фон,sad_melancholic,23,4
train,504__aggressive_intense__tpl_3,хочу heavy rock настроение,aggressive_intense,26,4
train,504__aggressive_intense__tpl_24,хочу интенсивный фон без спокойствия,aggressive_intense,36,5
train,504__aggressive_intense__tpl_6,хочу интенсивный трек для динамики,aggressive_intense,34,5
train,504__calm_relaxing__tpl_20,"нужна музыка, которая не отвлекает",calm_relaxing,34,5
train,504__calm_relaxing__tpl_6,хочу мягкую и спокойную композицию,calm_relaxing,34,5
train,504__calm_relaxing__tpl_8,нужна музыка для спокойной атмосферы,calm_relaxing,36,5
train,504__dark_tense__tpl_21,хочу трек с мрачным настроением,dark_tense,31,5
train,504__dark_tense__tpl_2,нужна драматичная музыка,dark_tense,24,3
train,504__dark_tense__tpl_5,нужен темный напряженный фон,dark_tense,28,4
train,504__dreamy_atmospheric__tpl_7,подбери атмосферную музыку для красивого видео,dreamy_atmospheric,46,6
train,504__dreamy_atmospheric__tpl_5,нужен трек для мечтательного настроения,dreamy_atmospheric,39,5
train,504__dreamy_atmospheric__tpl_17,нужен воздушный фон для визуала,dreamy_atmospheric,31,5
train,504__energetic_electronic__tpl_2,нужна музыка для активного видео,energetic_electronic,32,5
train,504__energetic_electronic__tpl_5,нужна динамичная музыка с битом,energetic_electronic,31,5
train,504__energetic_electronic__tpl_0,хочу энергичную электронную музыку,energetic_electronic,34,4
train,504__happy_upbeat__tpl_13,подбери музыку для веселого ролика,happy_upbeat,34,5
train,504__happy_upbeat__tpl_14,нужен uplifting трек,happy_upbeat,20,3
train,504__happy_upbeat__tpl_22,подбери музыку для радостного настроения,happy_upbeat,40,5
train,504__romantic_warm__tpl_19,подбери романтическую фоновую музыку,romantic_warm,36,4
train,504__romantic_warm__tpl_15,хочу приятную теплую музыку,romantic_warm,27,4
train,504__romantic_warm__tpl_9,хочу gentle romantic music,romantic_warm,26,4
train,504__sad_melancholic__tpl_1,подбери печальный эмоциональный трек,sad_melancholic,36,4
train,504__sad_melancholic__tpl_7,подбери музыку для печальной сцены,sad_melancholic,34,5
train,504__sad_melancholic__tpl_9,хочу спокойную грустную музыку,sad_melancholic,30,4
train,506__aggressive_intense__tpl_22,подбери музыку для экстремального спорта,aggressive_intense,40,5
train,506__aggressive_intense__tpl_9,хочу что-то тяжелое и энергичное,aggressive_intense,32,6
train,506__aggressive_intense__tpl_27,хочу мощный intense rock трек,aggressive_intense,29,5
train,506__calm_relaxing__tpl_14,нужна музыка для расслабляющего видео,calm_relaxing,37,5
train,506__calm_relaxing__tpl_2,нужна спокойная музыка без резкой динамики,calm_relaxing,42,6
train,506__calm_relaxing__tpl_21,хочу спокойный chill трек,calm_relaxing,25,4
train,506__dark_tense__tpl_7,подбери драматичный cinematic трек,dark_tense,34,4
train,506__dark_tense__tpl_29,нужна кинематографичная темная музыка,dark_tense,37,4
train,506__dark_tense__tpl_8,нужна музыка с ощущением опасности,dark_tense,34,5
train,506__dreamy_atmospheric__tpl_25,подбери атмосферный трек без агрессии,dreamy_atmospheric,37,5
train,506__dreamy_atmospheric__tpl_20,нужна музыка с мягкой кинематографичностью,dreamy_atmospheric,42,5
train,506__dreamy_atmospheric__tpl_18,хочу музыку для созерцательной сцены,dreamy_atmospheric,36,5
train,506__energetic_electronic__tpl_21,хочу электронный фон с энергией,energetic_electronic,31,5
train,506__energetic_electronic__tpl_25,подбери музыку для быстрого темпа,energetic_electronic,33,5
train,506__energetic_electronic__tpl_29,нужна музыка для видео с движением,energetic_electronic,34,6
train,506__happy_upbeat__tpl_6,хочу легкую радостную музыку,happy_upbeat,28,4
train,506__happy_upbeat__tpl_13,подбери музыку для веселого ролика,happy_upbeat,34,5
train,506__happy_upbeat__tpl_3,хочу что-то светлое и жизнерадостное,happy_upbeat,36,6
train,506__romantic_warm__tpl_17,нужна мягкая эмоциональная музыка,romantic_warm,33,4
train,506__romantic_warm__tpl_7,подбери романтичный instrumental трек,romantic_warm,37,4
train,506__romantic_warm__tpl_20,нужен теплый музыкальный фон,romantic_warm,28,4
train,506__sad_melancholic__tpl_4,подбери melancholic soundtrack,sad_melancholic,30,3
train,506__sad_melancholic__tpl_29,нужна эмоциональная и медленная композиция,sad_melancholic,42,5
train,506__sad_melancholic__tpl_8,нужна меланхоличная атмосфера,sad_melancholic,29,3
train,507__aggressive_intense__tpl_26,нужна музыка с максимальным драйвом,aggressive_intense,35,5
train,507__aggressive_intense__tpl_4,подбери агрессивный саундтрек,aggressive_intense,29,3
train,507__aggressive_intense__tpl_2,нужна роковая энергичная музыка,aggressive_intense,31,4
train,507__calm_relaxing__tpl_1,подбери мягкий фоновый трек,calm_relaxing,27,4
train,507__calm_relaxing__tpl_5,нужна музыка для медленного видео,calm_relaxing,33,5
train,507__calm_relaxing__tpl_25,подбери трек для уютного видео,calm_relaxing,30,5
train,507__dark_tense__tpl_9,хочу dark cinematic music,dark_tense,25,4
train,507__dark_tense__tpl_19,подбери напряженный trailer-like трек,dark_tense,37,5
train,507__dark_tense__tpl_23,нужен драматичный темный саундтрек,dark_tense,34,4
train,507__dreamy_atmospheric__tpl_26,нужна музыка для эстетичного визуального контента,dreamy_atmospheric,49,6
train,507__dreamy_atmospheric__tpl_18,хочу музыку для созерцательной сцены,dreamy_atmospheric,36,5
train,507__dreamy_atmospheric__tpl_29,нужна глубокая и мягкая атмосфера,dreamy_atmospheric,33,5
train,507__energetic_electronic__tpl_9,хочу музыку с плотным электронным звучанием,energetic_electronic,43,6
train,507__energetic_electronic__tpl_14,нужна музыка для монтажа с быстрыми кадрами,energetic_electronic,43,7
train,507__energetic_electronic__tpl_3,хочу быстрый электронный трек,energetic_electronic,29,4
train,507__happy_upbeat__tpl_14,нужен uplifting трек,happy_upbeat,20,3
train,507__happy_upbeat__tpl_22,подбери музыку для радостного настроения,happy_upbeat,40,5
train,507__happy_upbeat__tpl_9,"хочу музыку, которая звучит радостно и тепло",happy_upbeat,44,7
train,507__romantic_warm__tpl_22,подбери нежный piano или guitar трек,romantic_warm,36,6
train,507__romantic_warm__tpl_12,хочу музыку с нежной атмосферой,romantic_warm,31,5
train,507__romantic_warm__tpl_8,нужна музыка для трогательного момента,romantic_warm,38,5
train,507__sad_melancholic__tpl_16,подбери трек для sadness mood,sad_melancholic,29,5
train,507__sad_melancholic__tpl_17,нужна эмоциональная музыка без радости,sad_melancholic,38,5
train,507__sad_melancholic__tpl_15,хочу melancholic background music,sad_melancholic,33,4
train,508__aggressive_intense__tpl_14,нужна жесткая музыка для резкого монтажа,aggressive_intense,40,6
train,508__aggressive_intense__tpl_2,нужна роковая энергичная музыка,aggressive_intense,31,4
train,508__aggressive_intense__tpl_19,подбери музыку для брутальной сцены,aggressive_intense,35,5
train,508__calm_relaxing__tpl_1,подбери мягкий фоновый трек,calm_relaxing,27,4
train,508__calm_relaxing__tpl_28,подбери спокойную музыку для монтажа,calm_relaxing,36,5
train,508__calm_relaxing__tpl_13,подбери спокойный трек для природы,calm_relaxing,34,5
train,508__dark_tense__tpl_23,нужен драматичный темный саундтрек,dark_tense,34,4
train,508__dark_tense__tpl_10,подбери трек для хоррор-атмосферы,dark_tense,33,5
train,508__dark_tense__tpl_19,подбери напряженный trailer-like трек,dark_tense,37,5
train,508__dreamy_atmospheric__tpl_8,нужна музыка с ощущением глубины,dreamy_atmospheric,32,5
train,508__dreamy_atmospheric__tpl_0,хочу атмосферную мечтательную музыку,dreamy_atmospheric,36,4
train,508__dreamy_atmospheric__tpl_2,нужна глубокая атмосферная музыка,dreamy_atmospheric,33,4
train,508__energetic_electronic__tpl_7,подбери трек для спортивного ролика,energetic_electronic,35,5
train,508__energetic_electronic__tpl_21,хочу электронный фон с энергией,energetic_electronic,31,5
train,508__energetic_electronic__tpl_26,нужен energetic electronic soundtrack,energetic_electronic,37,4
train,508__happy_upbeat__tpl_27,"хочу что-то легкое, доброе и позитивное",happy_upbeat,39,7
train,508__happy_upbeat__tpl_18,хочу трек с легкой праздничной атмосферой,happy_upbeat,41,6
train,508__happy_upbeat__tpl_0,хочу веселую позитивную музыку,happy_upbeat,30,4
train,508__romantic_warm__tpl_24,хочу спокойную теплую композицию,romantic_warm,32,4
train,508__romantic_warm__tpl_21,хочу музыку для красивого личного момента,romantic_warm,41,6
train,508__romantic_warm__tpl_26,нужна романтичная музыка для видео,romantic_warm,34,5
train,508__sad_melancholic__tpl_8,нужна меланхоличная атмосфера,sad_melancholic,29,3
train,508__sad_melancholic__tpl_18,хочу медленный печальный саундтрек,sad_melancholic,34,4
train,508__sad_melancholic__tpl_1,подбери печальный эмоциональный трек,sad_melancholic,36,4
train,512__aggressive_intense__tpl_24,хочу интенсивный фон без спокойствия,aggressive_intense,36,5
train,512__aggressive_intense__tpl_5,нужна музыка с сильным напором,aggressive_intense,30,5
train,512__aggressive_intense__tpl_15,хочу музыку с давлением и драйвом,aggressive_intense,33,6
train,512__calm_relaxing__tpl_16,подбери музыку для peaceful mood,calm_relaxing,32,5
train,512__calm_relaxing__tpl_20,"нужна музыка, которая не отвлекает",calm_relaxing,34,5
train,512__calm_relaxing__tpl_14,нужна музыка для расслабляющего видео,calm_relaxing,37,5
train,512__dark_tense__tpl_29,нужна кинематографичная темная музыка,dark_tense,37,4
train,512__dark_tense__tpl_8,нужна музыка с ощущением опасности,dark_tense,34,5
train,512__dark_tense__tpl_5,нужен темный напряженный фон,dark_tense,28,4
train,512__dreamy_atmospheric__tpl_18,хочу музыку для созерцательной сцены,dreamy_atmospheric,36,5
train,512__dreamy_atmospheric__tpl_13,подбери музыку для видео с природой,dreamy_atmospheric,35,6
train,512__dreamy_atmospheric__tpl_20,нужна музыка с мягкой кинематографичностью,dreamy_atmospheric,42,5
train,512__energetic_electronic__tpl_26,нужен energetic electronic soundtrack,energetic_electronic,37,4
train,512__energetic_electronic__tpl_15,хочу клубный электронный вайб,energetic_electronic,29,4
train,512__energetic_electronic__tpl_2,нужна музыка для активного видео,energetic_electronic,32,5
train,512__happy_upbeat__tpl_15,хочу солнечную и приятную музыку,happy_upbeat,32,5
train,512__happy_upbeat__tpl_11,нужна музыка для счастливого момента,happy_upbeat,36,5
train,512__happy_upbeat__tpl_13,подбери музыку для веселого ролика,happy_upbeat,34,5
train,512__romantic_warm__tpl_10,подбери мягкую музыку для пары,romantic_warm,30,5
train,512__romantic_warm__tpl_21,хочу музыку для красивого личного момента,romantic_warm,41,6
train,512__romantic_warm__tpl_3,хочу warm romantic mood,romantic_warm,23,4
train,512__sad_melancholic__tpl_27,хочу трек для melancholic mood,sad_melancholic,30,5
train,512__sad_melancholic__tpl_5,нужна медленная эмоциональная музыка,sad_melancholic,36,4
train,512__sad_melancholic__tpl_10,подбери emotional sad трек,sad_melancholic,26,4
train,514__aggressive_intense__tpl_13,подбери трек с мощными гитарами,aggressive_intense,31,5
train,514__aggressive_intense__tpl_22,подбери музыку для экстремального спорта,aggressive_intense,40,5
train,514__aggressive_intense__tpl_15,хочу музыку с давлением и драйвом,aggressive_intense,33,6
train,514__calm_relaxing__tpl_9,хочу плавный фоновый трек,calm_relaxing,25,4
train,514__calm_relaxing__tpl_21,хочу спокойный chill трек,calm_relaxing,25,4
train,514__calm_relaxing__tpl_12,хочу calm ambient background,calm_relaxing,28,4
train,514__dark_tense__tpl_26,нужен dark tense background,dark_tense,27,4
train,514__dark_tense__tpl_24,"хочу музыку, которая усиливает тревогу",dark_tense,38,5
train,514__dark_tense__tpl_17,нужна музыка для драматического момента,dark_tense,39,5
train,514__dreamy_atmospheric__tpl_1,подбери ambient трек,dreamy_atmospheric,20,3
train,514__dreamy_atmospheric__tpl_14,нужна мечтательная спокойная музыка,dreamy_atmospheric,35,4
train,514__dreamy_atmospheric__tpl_2,нужна глубокая атмосферная музыка,dreamy_atmospheric,33,4
train,514__energetic_electronic__tpl_10,подбери что-то танцевальное и энергичное,energetic_electronic,40,6
train,514__energetic_electronic__tpl_8,нужна энергичная музыка для action видео,energetic_electronic,40,6
train,514__energetic_electronic__tpl_3,хочу быстрый электронный трек,energetic_electronic,29,4
train,514__happy_upbeat__tpl_24,хочу веселую музыку для яркого видео,happy_upbeat,36,6
train,514__happy_upbeat__tpl_12,хочу бодрую позитивную композицию,happy_upbeat,33,4
train,514__happy_upbeat__tpl_27,"хочу что-то легкое, доброе и позитивное",happy_upbeat,39,7
train,514__romantic_warm__tpl_16,подбери музыку для sentimental mood,romantic_warm,35,5
train,514__romantic_warm__tpl_26,нужна романтичная музыка для видео,romantic_warm,34,5
train,514__romantic_warm__tpl_0,хочу теплую романтичную музыку,romantic_warm,30,4
train,514__sad_melancholic__tpl_21,хочу музыку с чувством потери,sad_melancholic,29,5
train,514__sad_melancholic__tpl_27,хочу трек для melancholic mood,sad_melancholic,30,5
train,514__sad_melancholic__tpl_17,нужна эмоциональная музыка без радости,sad_melancholic,38,5
train,516__aggressive_intense__tpl_14,нужна жесткая музыка для резкого монтажа,aggressive_intense,40,6
train,516__aggressive_intense__tpl_13,подбери трек с мощными гитарами,aggressive_intense,31,5
train,516__aggressive_intense__tpl_1,подбери мощный агрессивный трек,aggressive_intense,31,4
train,516__calm_relaxing__tpl_6,хочу мягкую и спокойную композицию,calm_relaxing,34,5
train,516__calm_relaxing__tpl_16,подбери музыку для peaceful mood,calm_relaxing,32,5
train,516__calm_relaxing__tpl_11,нужна тихая и мягкая музыка,calm_relaxing,27,5
train,516__dark_tense__tpl_19,подбери напряженный trailer-like трек,dark_tense,37,5
train,516__dark_tense__tpl_24,"хочу музыку, которая усиливает тревогу",dark_tense,38,5
train,516__dark_tense__tpl_15,хочу музыку для страшной или тревожной сцены,dark_tense,44,7
train,516__dreamy_atmospheric__tpl_20,нужна музыка с мягкой кинематографичностью,dreamy_atmospheric,42,5
train,516__dreamy_atmospheric__tpl_14,нужна мечтательная спокойная музыка,dreamy_atmospheric,35,4
train,516__dreamy_atmospheric__tpl_24,хочу музыку для вдохновляющей атмосферы,dreamy_atmospheric,39,5
train,516__energetic_electronic__tpl_1,подбери динамичный электронный трек,energetic_electronic,35,4
train,516__energetic_electronic__tpl_6,хочу электронную музыку для движения,energetic_electronic,36,5
train,516__energetic_electronic__tpl_8,нужна энергичная музыка для action видео,energetic_electronic,40,6
train,516__happy_upbeat__tpl_17,нужна позитивная музыка для короткого видео,happy_upbeat,43,6
train,516__happy_upbeat__tpl_4,подбери музыку с позитивным настроением,happy_upbeat,39,5
train,516__happy_upbeat__tpl_29,нужна бодрая и светлая музыка,happy_upbeat,29,5
train,516__romantic_warm__tpl_9,хочу gentle romantic music,romantic_warm,26,4
train,516__romantic_warm__tpl_14,нужен романтический фон без драматизма,romantic_warm,38,5
train,516__romantic_warm__tpl_28,подбери gentle warm soundtrack,romantic_warm,30,4
train,516__sad_melancholic__tpl_22,подбери тихую меланхоличную композицию,sad_melancholic,38,4
train,516__sad_melancholic__tpl_15,хочу melancholic background music,sad_melancholic,33,4
train,516__sad_melancholic__tpl_3,хочу sad piano mood,sad_melancholic,19,4
train,519__aggressive_intense__tpl_0,хочу жесткую интенсивную музыку,aggressive_intense,31,4
train,519__aggressive_intense__tpl_20,нужна сильная и напористая музыка,aggressive_intense,33,5
train,519__aggressive_intense__tpl_19,подбери музыку для брутальной сцены,aggressive_intense,35,5
train,519__calm_relaxing__tpl_25,подбери трек для уютного видео,calm_relaxing,30,5
train,519__calm_relaxing__tpl_7,подбери relaxing music,calm_relaxing,22,3
train,519__calm_relaxing__tpl_22,подбери музыку для тихой сцены,calm_relaxing,30,5
train,519__dark_tense__tpl_5,нужен темный напряженный фон,dark_tense,28,4
train,519__dark_tense__tpl_9,хочу dark cinematic music,dark_tense,25,4
train,519__dark_tense__tpl_17,нужна музыка для драматического момента,dark_tense,39,5
train,519__dreamy_atmospheric__tpl_0,хочу атмосферную мечтательную музыку,dreamy_atmospheric,36,4
train,519__dreamy_atmospheric__tpl_17,нужен воздушный фон для визуала,dreamy_atmospheric,31,5
train,519__dreamy_atmospheric__tpl_13,подбери музыку для видео с природой,dreamy_atmospheric,35,6
train,519__energetic_electronic__tpl_2,нужна музыка для активного видео,energetic_electronic,32,5
train,519__energetic_electronic__tpl_7,подбери трек для спортивного ролика,energetic_electronic,35,5
train,519__energetic_electronic__tpl_26,нужен energetic electronic soundtrack,energetic_electronic,37,4
train,519__happy_upbeat__tpl_29,нужна бодрая и светлая музыка,happy_upbeat,29,5
train,519__happy_upbeat__tpl_3,хочу что-то светлое и жизнерадостное,happy_upbeat,36,6
train,519__happy_upbeat__tpl_14,нужен uplifting трек,happy_upbeat,20,3
train,519__romantic_warm__tpl_3,хочу warm romantic mood,romantic_warm,23,4
train,519__romantic_warm__tpl_20,нужен теплый музыкальный фон,romantic_warm,28,4
train,519__romantic_warm__tpl_26,нужна романтичная музыка для видео,romantic_warm,34,5
train,519__sad_melancholic__tpl_4,подбери melancholic soundtrack,sad_melancholic,30,3
train,519__sad_melancholic__tpl_15,хочу melancholic background music,sad_melancholic,33,4
train,519__sad_melancholic__tpl_29,нужна эмоциональная и медленная композиция,sad_melancholic,42,5
train,521__aggressive_intense__tpl_22,подбери музыку для экстремального спорта,aggressive_intense,40,5
train,521__aggressive_intense__tpl_9,хочу что-то тяжелое и энергичное,aggressive_intense,32,6
train,521__aggressive_intense__tpl_16,подбери интенсивный роковый фон,aggressive_intense,31,4
train,521__calm_relaxing__tpl_22,подбери музыку для тихой сцены,calm_relaxing,30,5
train,521__calm_relaxing__tpl_8,нужна музыка для спокойной атмосферы,calm_relaxing,36,5
train,521__calm_relaxing__tpl_13,подбери спокойный трек для природы,calm_relaxing,34,5
train,521__dark_tense__tpl_26,нужен dark tense background,dark_tense,27,4
train,521__dark_tense__tpl_15,хочу музыку для страшной или тревожной сцены,dark_tense,44,7
train,521__dark_tense__tpl_7,подбери драматичный cinematic трек,dark_tense,34,4
train,521__dreamy_atmospheric__tpl_14,нужна мечтательная спокойная музыка,dreamy_atmospheric,35,4
train,521__dreamy_atmospheric__tpl_17,нужен воздушный фон для визуала,dreamy_atmospheric,31,5
train,521__dreamy_atmospheric__tpl_4,подбери музыку с воздушной атмосферой,dreamy_atmospheric,37,5
train,521__energetic_electronic__tpl_12,хочу музыку с быстрым темпом,energetic_electronic,28,5
train,521__energetic_electronic__tpl_6,хочу электронную музыку для движения,energetic_electronic,36,5
train,521__energetic_electronic__tpl_29,нужна музыка для видео с движением,energetic_electronic,34,6
train,521__happy_upbeat__tpl_19,"подбери музыку, которая создает хорошее настроение",happy_upbeat,50,6
train,521__happy_upbeat__tpl_16,подбери что-то радостное и ненавязчивое,happy_upbeat,39,6
train,521__happy_upbeat__tpl_23,нужен оптимистичный музыкальный фон,happy_upbeat,35,4
train,521__romantic_warm__tpl_28,подбери gentle warm soundtrack,romantic_warm,30,4
train,521__romantic_warm__tpl_4,подбери музыку с ощущением любви,romantic_warm,32,5
train,521__romantic_warm__tpl_27,хочу теплую инструментальную музыку,romantic_warm,35,4
train,521__sad_melancholic__tpl_2,нужна музыка для грустного видео,sad_melancholic,32,5
